geo,NUTS_label,NUTS_label_el,NUTS_level,year,GFCF_GHI,GFCF_Total,GFCF_pct,GFCF_pct_diff
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2003,96.3789609631486,3354.192094468826,2.873388233252374,-5.767648497480967
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2004,104.32687418880576,3433.2610267004384,3.038710816843131,8.246523044273241
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2005,72.76817822411724,2822.3662136804537,2.578268471022591,-30.24982413215517
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2006,120.36984079407556,4052.492776849248,2.970266633952184,65.4154930515794
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2007,164.96147516455494,4028.533396110965,4.094827048568201,37.045520768582854
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2008,143.90896555639844,3410.3931408004837,4.219717774902054,-12.762076470979586
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2009,68.3282752735444,2519.5179279803833,2.7119582883188915,-52.51979262767592
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2010,131.40619763288782,2706.4555205175966,4.85528753887509,92.31598793737761
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2011,77.57497798907451,2251.878096550852,3.4449013073973345,-40.96551046564995
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2012,67.50219795433846,1613.8900699420306,4.182577191069964,-12.984573500175125
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2013,27.15873168249149,1474.514552564892,1.841876137149637,-59.76615205794796
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2014,86.93195842464247,1478.8440893886552,5.878372104836257,220.08843211439503
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2015,102.04166656194052,1347.980362849002,7.569966846273043,17.381074130977954
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2016,106.88377461314558,1408.8860698460385,7.586402967617227,4.7452263514981325
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2017,96.9176680072078,1537.7807661725185,6.302437261485095,-9.324246492986463
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2018,81.14572293180277,1371.220384992071,5.917773963976766,-16.273549910664446
EL64,Sterea Ellada,Στερεά Ελλάδα,2,2019,74.00098425231769,1265.6534916400226,5.846859724333227,-8.804824729320263
